"source_row_id","fips_county","county_name","max_dist_ped_icu_2009","mean_dist_ped_icu_2009","median_dist_ped_icu_2009","min_dist_ped_icu_2009"
"1021","21055","Crittenden County",33.85,30.67,30.39,28.03
"1022","21057","Cumberland County",99.06,95.78,95.78,92.5
"1023","21059","Daviess County",11.06,3.86,2.5,0.49
"1024","21061","Edmonson County",42.49,39.25,41.23,34.03
"1025","21063","Elliott County",36.62,34.69,34.69,32.75
"1026","21065","Estill County",40.55,37.5,37.48,34.5
"1027","21067","Fayette County",8.22,2.83,2.57,0.39
"1028","21069","Fleming County",10.41,5.59,5.2,1.54
"1029","21071","Floyd County",15.77,9.08,8.44,1.55
"1030","21073","Franklin County",26.62,22.92,22.96,20.1
"1031","21075","Fulton County",47.17,44.18,44.18,41.19
"1032","21077","Gallatin County",31.29,31.29,31.29,31.29
"1033","21079","Garrard County",32.69,27.3,27.33,21.86
"1034","21081","Grant County",35.22,31.55,32.39,26.18
"1035","21083","Graves County",33.13,24.09,24.18,15.29
"1036","21085","Grayson County",41.73,32.81,34.16,22.86
"1037","21087","Green County",75.31,69.99,71.06,62.52
"1038","21089","Greenup County",24.84,12.43,8.52,4.27
"1039","21091","Hancock County",20.51,18.6,19.03,16.26
"1040","21093","Hardin County",47.4,34.49,33.68,20.81
"1041","21095","Harlan County",61.45,49.03,50.82,35.56
"1042","21097","Harrison County",30.11,27.84,27.32,24.92
"1043","21099","Hart County",64.2,57.56,57.43,52.75
"1044","21101","Henderson County",16.69,10.55,10.04,6.22
"1045","21103","Henry County",38.42,34.91,35.75,29.71
"1046","21105","Hickman County",33.6,33.6,33.6,33.6
"1047","21107","Hopkins County",15.51,5.8,4.32,0.76
"1048","21109","Jackson County",56.7,49.69,50.28,42.08
"1049","21111","Jefferson County",16.89,6.44,6.09,0.58
"1050","21113","Jessamine County",15.16,10.46,10.1,7.1
"1051","21115","Johnson County",33.03,26.87,25.82,22.36
"1052","21117","Kenton County",20.82,8.38,7.18,3.66
"1053","21119","Knott County",18.81,13.47,13.21,8.54
"1054","21121","Knox County",78.02,73.33,76.01,63.51
"1055","21123","Larue County",53.56,50.18,51.53,45.45
"1056","21125","Laurel County",74.13,67.42,66.16,59.47
"1057","21127","Lawrence County",33.81,28.09,28.91,22.2
"1058","21129","Lee County",52.89,51.01,51.85,48.29
"1059","21131","Leslie County",48.23,42.4,42.11,36.85
"1060","21133","Letcher County",29.46,22.33,21.27,16.18
"1061","21135","Lewis County",30.5,22.7,22.8,14.71
"1062","21137","Lincoln County",45.5,40.0,40.08,34.36
"1063","21139","Livingston County",21.93,18.13,18.13,14.33
"1064","21141","Logan County",52.59,41.51,40.85,31.46
"1065","21143","Lyon County",21.25,17.73,17.73,14.21
"1066","21145","McCracken County",9.44,3.54,2.63,0.49
"1067","21147","McCreary County",91.11,87.92,89.56,81.46
"1068","21149","McLean County",16.8,14.49,13.76,13.62
"1069","21151","Madison County",33.74,25.16,22.78,17.67
"1070","21153","Magoffin County",30.22,24.65,25.73,16.9
"1071","21155","Marion County",53.78,50.05,51.11,45.84
"1072","21157","Marshall County",22.72,19.37,20.73,14.68
"1073","21159","Martin County",31.54,29.75,29.78,27.92
"1074","21161","Mason County",16.77,13.5,15.02,9.68
"1075","21163","Meade County",35.26,29.87,30.03,25.21
"1076","21165","Menifee County",34.86,34.28,34.28,33.71
"1077","21167","Mercer County",28.23,24.63,24.9,21.67
"1078","21169","Metcalfe County",78.73,75.13,75.75,70.9
"1079","21171","Monroe County",85.62,81.3,80.77,78.03
"1080","21173","Montgomery County",31.89,28.54,28.2,24.57
"1081","21175","Morgan County",41.96,39.5,38.93,36.57
"1082","21177","Muhlenberg County",24.18,18.96,19.29,14.35
"1083","21179","Nelson County",42.5,34.97,34.25,28.27
"1084","21181","Nicholas County",16.75,16.33,16.33,15.91
"1085","21183","Ohio County",15.18,7.63,6.54,2.06
"1086","21185","Oldham County",24.49,18.14,17.85,12.32
"1087","21187","Owen County",41.33,36.93,38.61,30.84
"1088","21189","Owsley County",51.99,51.27,51.27,50.55
"1089","21191","Pendleton County",34.53,31.56,34.03,26.13
"1090","21193","Perry County",41.05,29.94,29.25,25.07
"1091","21195","Pike County",33.74,19.85,18.06,10.69
"1092","21197","Powell County",39.45,36.43,36.43,33.42
"1093","21199","Pulaski County",72.91,64.08,65.32,52.73
"1094","21201","Robertson County",17.52,17.52,17.52,17.52
"1095","21203","Rockcastle County",49.07,45.31,46.66,38.84
"1096","21205","Rowan County",27.69,23.68,23.97,19.08
"1097","21207","Russell County",81.73,76.17,75.37,72.21
"1098","21209","Scott County",21.48,15.09,13.1,11.26
"1099","21211","Shelby County",33.61,28.17,28.46,20.98
"1100","21213","Simpson County",55.31,52.88,52.9,50.43
"1101","21215","Spencer County",29.99,26.51,26.51,23.03
"1102","21217","Taylor County",66.23,62.91,64.1,58.33
"1103","21219","Todd County",39.36,35.19,34.59,32.2
"1104","21221","Trigg County",5.93,3.83,3.68,1.89
"1105","21223","Trimble County",32.86,29.73,29.73,26.61
"1106","21225","Union County",30.18,28.75,29.16,26.91
"1107","21227","Warren County",49.23,41.35,40.51,33.73
"1108","21229","Washington County",45.36,39.78,37.58,36.38
"1109","21231","Wayne County",90.03,84.68,83.91,78.14
"1110","21233","Webster County",21.24,17.69,17.1,15.33
"1111","21235","Whitley County",92.8,84.56,84.93,77.33
"1112","21237","Wolfe County",48.05,44.2,42.98,41.56
"1113","21239","Woodford County",15.71,12.95,12.59,10.97
"1114","22001","Acadia Parish",85.53,73.36,73.79,63.35
"1115","22003","Allen Parish",106.85,97.39,94.83,92.68
"1116","22005","Ascension Parish",26.44,20.27,20.05,13.89
"1117","22007","Assumption Parish",47.56,37.19,35.65,29.26
"1118","22009","Avoyelles Parish",81.49,68.02,69.97,53.96
"1119","22011","Beauregard Parish",128.05,120.18,118.92,116.38
"1120","22013","Bienville Parish",37.06,27.75,28.04,18.3
"1121","22015","Bossier Parish",17.54,7.27,5.66,2.28
"1122","22017","Caddo Parish",18.16,4.78,3.74,0.53
"1123","22019","Calcasieu Parish",129.81,123.75,123.73,111.78
"1124","22021","Caldwell Parish",54.2,50.8,49.3,48.9
"1125","22023","Cameron Parish",122.13,121.91,121.91,121.68
"1126","22025","Catahoula Parish",86.93,83.35,86.6,76.53
"1127","22027","Claiborne Parish",12.3,7.83,9.06,0.49
"1128","22029","Concordia Parish",79.41,74.63,76.43,68.4
"1129","22031","De Soto Parish",39.62,30.56,32.4,16.19
"1130","22033","East Baton Rouge Parish",17.6,5.47,4.77,0.52
"1131","22035","East Carroll Parish",71.11,70.07,70.62,68.47
"1132","22037","East Feliciana Parish",27.94,22.77,22.29,18.56
"1133","22039","Evangeline Parish",82.75,73.72,72.4,66.3
"1134","22041","Franklin Parish",69.98,61.57,59.58,56.27
"1135","22043","Grant Parish",91.41,84.81,86.22,76.33
"1136","22045","Iberia Parish",54.7,50.22,50.27,44.33
"1137","22047","Iberville Parish",21.81,15.71,13.21,12.4
"1138","22049","Jackson Parish",40.64,37.09,39.73,28.89
"1139","22051","Jefferson Parish",51.3,33.38,33.2,28.65
"1140","22053","Jefferson Davis Parish",108.24,95.36,93.31,90.68
"1141","22055","Lafayette Parish",63.35,55.53,55.16,51.22
"1142","22057","Lafourche Parish",69.1,56.83,57.84,47.14
"1143","22059","La Salle Parish",80.27,73.49,76.62,63.58
"1144","22061","Lincoln Parish",24.29,20.92,21.8,14.82
"1145","22063","Livingston Parish",31.21,18.8,16.85,11.46
"1146","22065","Madison Parish",70.31,65.9,66.3,60.64
"1147","22067","Morehouse Parish",40.3,31.0,29.47,26.69
"1148","22069","Natchitoches Parish",77.27,63.02,63.73,54.71
"1149","22071","Orleans Parish",33.29,28.42,28.88,13.52
"1150","22073","Ouachita Parish",33.67,25.34,25.39,17.43
"1151","22075","Plaquemines Parish",70.72,51.12,49.64,32.62
"1152","22077","Pointe Coupee Parish",44.96,27.36,24.34,20.88
"1153","22079","Rapides Parish",103.63,96.21,96.32,83.7
"1154","22081","Red River Parish",41.06,39.87,39.87,38.67
"1155","22083","Richland Parish",57.58,47.64,46.36,37.75
"1156","22085","Sabine Parish",76.3,64.07,62.14,50.86
"1157","22087","St. Bernard Parish",32.29,27.2,26.7,25.94
"1158","22089","St. Charles Parish",50.82,43.37,43.1,38.99
"1159","22091","St. Helena Parish",7.16,5.89,5.89,4.62
"1160","22093","St. James Parish",44.78,38.4,38.82,33.78
"1161","22095","St. John the Baptist Parish",46.45,44.87,45.25,42.01
"1162","22097","St. Landry Parish",75.78,57.62,56.06,37.24
"1163","22099","St. Martin Parish",48.35,44.57,44.57,37.81
"1164","22101","St. Mary Parish",53.64,51.21,51.53,46.78
"1165","22103","St. Tammany Parish",32.45,12.52,9.45,0.67
"1166","22105","Tangipahoa Parish",31.85,22.47,24.13,10.15
"1167","22107","Tensas Parish",79.39,74.92,76.43,68.93
"1168","22109","Terrebonne Parish",77.33,65.06,64.8,52.62
"1169","22111","Union Parish",16.27,9.1,9.6,0.18
"1170","22113","Vermilion Parish",84.06,70.37,67.18,62.67
"1171","22115","Vernon Parish",113.94,100.8,98.57,87.81
"1172","22117","Washington Parish",43.01,33.2,32.91,24.53
"1173","22119","Webster Parish",27.23,20.04,18.83,15.27
"1174","22121","West Baton Rouge Parish",12.65,7.1,6.19,3.38
"1175","22123","West Carroll Parish",60.08,56.73,55.91,54.21
"1176","22125","West Feliciana Parish",44.3,35.81,35.66,27.45
"1177","22127","Winn Parish",63.84,59.98,60.62,54.86
"1178","23001","Androscoggin County",46.61,32.49,31.09,22.97
"1179","23003","Aroostook County",175.72,135.09,137.89,84.09
"1180","23005","Cumberland County",36.06,9.19,5.0,0.12
"1181","23007","Franklin County",47.54,41.63,40.39,35.55
"1182","23009","Hancock County",43.6,30.31,30.97,12.05
"1183","23011","Kennebec County",45.32,32.81,36.33,11.8
"1184","23013","Knox County",56.5,48.45,48.9,37.54
"1185","23015","Lincoln County",48.57,41.28,40.56,32.55
"1186","23017","Oxford County",41.95,31.56,32.63,18.6
"1187","23019","Penobscot County",77.93,16.09,10.16,0.55
"1188","23021","Piscataquis County",48.3,33.18,31.97,24.14
"1189","23023","Sagadahoc County",38.65,29.55,28.92,25.16
"1190","23025","Somerset County",55.57,19.69,17.37,1.5
"1191","23027","Waldo County",36.49,23.56,22.63,12.67
"1192","23029","Washington County",86.12,67.78,66.76,44.81
"1193","23031","York County",44.73,25.36,25.38,10.94
"1194","24001","Allegany County",75.93,60.92,62.34,51.39
"1195","24003","Anne Arundel County",30.34,15.1,13.75,3.87
"1196","24005","Baltimore County",26.95,9.21,8.32,3.34
"1197","24009","Calvert County",49.44,36.42,35.21,25.01
"1198","24011","Caroline County",31.78,20.81,19.51,9.85
"1199","24013","Carroll County",39.28,26.73,27.06,17.5
"1200","24015","Cecil County",25.74,15.62,15.21,6.75
"1201","24017","Charles County",41.61,25.41,23.76,19.51
"1202","24019","Dorchester County",35.16,23.96,26.41,10.4
"1203","24021","Frederick County",51.74,40.3,40.11,30.39
"1204","24023","Garrett County",49.6,38.44,36.43,30.86
"1205","24025","Harford County",30.94,23.66,23.18,16.59
"1206","24027","Howard County",25.34,13.72,13.38,7.87
"1207","24029","Kent County",30.47,27.6,27.69,23.67
"1208","24031","Montgomery County",28.48,12.22,11.28,3.29
"1209","24033","Prince George's County",27.98,11.83,10.89,5.57
"1210","24035","Queen Anne's County",37.26,32.38,33.2,26.67
"1211","24037","St. Mary's County",57.3,48.38,49.66,34.44
"1212","24039","Somerset County",47.49,37.05,35.2,29.51
"1213","24041","Talbot County",38.97,29.67,27.07,25.87
"1214","24043","Washington County",80.71,60.37,60.82,48.23
"1215","24045","Wicomico County",23.07,18.97,19.29,13.25
"1216","24047","Worcester County",39.89,32.88,32.92,26.64
"1217","24510","Baltimore city",6.82,3.08,2.83,0.15
"1218","25001","Barnstable County",71.72,57.67,56.75,42.81
"1219","25003","Berkshire County",41.96,33.0,33.12,26.43
"1220","25005","Bristol County",41.54,27.45,27.55,7.81
"1221","25007","Dukes County",65.05,61.13,60.08,59.31
"1222","25009","Essex County",49.07,33.24,34.38,20.69
"1223","25011","Franklin County",65.4,56.66,57.8,48.5
"1224","25013","Hampden County",35.58,27.05,26.42,20.73
"1225","25015","Hampshire County",45.93,39.62,40.13,32.71
"1226","25017","Middlesex County",45.79,19.91,17.51,7.8
"1227","25019","Nantucket County",88.13,85.33,85.24,82.15
"1228","25021","Norfolk County",20.26,8.49,9.11,0.74
"1229","25023","Plymouth County",41.7,21.33,18.63,9.55
"1230","25025","Suffolk County",19.8,11.9,11.56,4.99
"1231","25027","Worcester County",56.39,27.57,25.15,2.34
"1232","26001","Alcona County",98.7,89.37,87.45,83.6
"1233","26003","Alger County",102.78,92.65,88.33,86.86
"1234","26005","Allegan County",62.49,49.68,50.53,33.44
"1235","26007","Alpena County",121.36,114.71,115.18,109.29
"1236","26009","Antrim County",87.71,78.5,77.0,71.62
"1237","26011","Arenac County",49.47,43.92,44.89,37.09
"1238","26013","Baraga County",48.37,46.84,46.84,45.31
"1239","26015","Barry County",41.91,30.89,30.43,22.56
"1240","26017","Bay County",33.99,14.52,12.75,8.27
"1241","26019","Benzie County",63.3,60.09,60.83,57.45
"1242","26021","Berrien County",36.08,23.39,26.33,6.22
"1243","26023","Branch County",43.64,32.5,32.28,25.34
"1244","26025","Calhoun County",46.95,40.14,41.24,28.06
"1245","26027","Cass County",32.73,19.69,20.06,9.61
"1246","26029","Charlevoix County",127.11,98.69,96.32,90.2
"1247","26031","Cheboygan County",132.33,123.12,125.41,108.42
"1248","26033","Chippewa County",189.37,180.04,182.88,168.42
"1249","26035","Clare County",42.63,34.73,36.16,23.97
"1250","26037","Clinton County",26.98,14.21,14.39,4.92
"1251","26039","Crawford County",75.24,68.51,68.42,63.03
"1252","26041","Delta County",97.5,78.79,78.42,71.54
"1253","26043","Dickinson County",39.74,34.38,33.25,31.77
"1254","26045","Eaton County",27.57,11.28,10.01,3.01
"1255","26047","Emmet County",130.91,112.87,110.54,104.68
"1256","26049","Genesee County",16.97,6.59,5.99,0.27
"1257","26051","Gladwin County",54.13,44.13,41.98,33.92
"1258","26053","Gogebic County",41.62,38.2,37.32,36.1
"1259","26055","Grand Traverse County",67.25,58.53,59.23,47.16
"1260","26057","Gratiot County",33.96,30.19,31.41,21.75
"1261","26059","Hillsdale County",33.02,23.55,23.0,11.86
"1262","26061","Houghton County",79.43,71.58,71.32,57.48
"1263","26063","Huron County",69.3,54.0,53.43,34.46
"1264","26065","Ingham County",22.8,4.67,3.51,0.24
"1265","26067","Ionia County",13.35,7.89,9.49,0.56
"1266","26069","Iosco County",78.83,68.85,67.16,58.59
"1267","26071","Iron County",13.45,6.1,3.45,1.3
"1268","26073","Isabella County",41.97,38.17,39.52,30.23
"1269","26075","Jackson County",37.36,31.29,32.04,22.7
"1270","26077","Kalamazoo County",54.62,51.13,51.94,40.56
"1271","26079","Kalkaska County",65.83,60.61,62.86,50.9
"1272","26081","Kent County",38.65,30.07,30.74,15.19
"1273","26083","Keweenaw County",86.63,86.63,86.63,86.63
"1274","26085","Lake County",16.57,16.07,16.07,15.56
"1275","26087","Lapeer County",33.87,22.17,21.4,14.74
"1276","26089","Leelanau County",85.84,73.97,73.51,65.61
"1277","26091","Lenawee County",31.77,24.79,25.64,16.46
"1278","26093","Livingston County",25.97,16.9,15.33,10.48
"1279","26095","Luce County",149.63,146.64,146.64,143.66
"1280","26097","Mackinac County",157.13,148.51,145.19,140.63
"1281","26099","Macomb County",22.39,7.41,6.79,1.3
"1282","26101","Manistee County",51.75,45.18,47.19,31.88
"1283","26103","Marquette County",68.34,60.23,63.14,38.13
"1284","26105","Mason County",46.79,41.86,43.77,31.3
"1285","26107","Mecosta County",26.74,17.07,15.33,8.63
"1286","26109","Menominee County",66.1,55.58,56.44,46.5
"1287","26111","Midland County",37.29,22.52,20.47,16.41
"1288","26113","Missaukee County",41.06,34.65,34.38,28.79
"1289","26115","Monroe County",28.36,16.47,18.08,4.87
"1290","26117","Montcalm County",32.81,23.5,22.86,14.66
"1291","26119","Montmorency County",114.44,102.77,104.38,91.2
"1292","26121","Muskegon County",62.19,56.35,57.24,45.86
"1293","26123","Newaygo County",40.49,32.29,33.12,17.23
"1294","26125","Oakland County",20.12,6.71,6.06,0.28
"1295","26127","Oceana County",50.36,44.37,44.39,36.14
"1296","26129","Ogemaw County",70.37,59.99,59.43,52.26
"1297","26131","Ontonagon County",59.5,52.53,57.59,40.49
"1298","26133","Osceola County",21.53,11.35,12.09,0.47
"1299","26135","Oscoda County",91.52,86.5,85.75,82.97
"1300","26137","Otsego County",96.26,89.04,89.33,84.58
"1301","26139","Ottawa County",59.32,50.56,53.56,38.54
"1302","26141","Presque Isle County",135.1,128.9,129.49,120.3
"1303","26143","Roscommon County",64.25,55.17,53.76,47.55
"1304","26145","Saginaw County",22.52,6.06,3.51,0.23
"1305","26147","St. Clair County",45.47,34.4,36.63,20.34
"1306","26149","St. Joseph County",48.38,40.22,40.65,31.9
"1307","26151","Sanilac County",66.42,51.78,51.17,39.83
"1308","26153","Schoolcraft County",122.47,115.08,114.25,108.51
"1309","26155","Shiawassee County",27.48,20.98,21.35,14.15
"1310","26157","Tuscola County",40.39,26.35,25.68,14.57
"1311","26159","Van Buren County",51.34,42.81,43.3,29.82
"1312","26161","Washtenaw County",19.47,6.05,5.6,0.58
"1313","26163","Wayne County",28.87,11.5,10.89,0.54
"1314","26165","Wexford County",39.99,30.09,26.7,25.82
"1315","27001","Aitkin County",71.26,64.25,62.77,55.78
"1316","27003","Anoka County",20.1,7.86,7.21,0.59
"1317","27005","Becker County",71.52,47.96,44.89,32.47
"1318","27007","Beltrami County",124.53,106.25,104.8,95.66
"1319","27009","Benton County",16.13,7.98,7.57,1.56
"1320","27011","Big Stone County",68.06,61.59,63.19,53.52
"1321","27013","Blue Earth County",51.68,45.72,46.42,34.04
"1322","27015","Brown County",67.51,55.36,53.3,49.16
"1323","27017","Carlton County",39.36,23.78,19.6,13.56
"1324","27019","Carver County",9.25,6.23,6.76,0.73
"1325","27021","Cass County",109.8,89.83,91.64,58.23
"1326","27023","Chippewa County",86.9,81.85,82.73,71.71
"1327","27025","Chisago County",36.93,31.05,29.72,22.38
"1328","27027","Clay County",23.42,6.47,2.94,0.92
"1329","27029","Clearwater County",85.94,80.48,78.07,77.42
"1330","27031","Cook County",109.0,107.11,107.11,105.22
"1331","27033","Cottonwood County",55.12,48.88,48.31,43.76
"1332","27035","Crow Wing County",78.9,60.11,57.2,46.86
"1333","27037","Dakota County",35.86,18.51,17.55,9.24
"1334","27039","Dodge County",24.01,17.86,18.6,13.4
"1335","27041","Douglas County",62.24,58.94,60.41,52.74
"1336","27043","Faribault County",39.19,29.81,30.91,18.65
"1337","27045","Fillmore County",38.98,29.34,30.13,20.79
"1338","27047","Freeborn County",12.03,4.3,1.17,0.51
"1339","27049","Goodhue County",37.84,31.48,33.77,16.22
"1340","27051","Grant County",42.93,39.6,39.6,36.28
"1341","27053","Hennepin County",18.47,12.28,12.99,1.13
"1342","27055","Houston County",21.64,13.19,16.76,3.95
"1343","27057","Hubbard County",96.98,88.54,86.32,80.92
"1344","27059","Isanti County",36.01,26.83,25.72,21.2
"1345","27061","Itasca County",103.78,78.29,75.29,62.14
"1346","27063","Jackson County",38.19,33.49,33.06,29.65
"1347","27065","Kanabec County",54.16,46.5,44.59,42.65
"1348","27067","Kandiyohi County",62.8,50.43,52.51,38.57
"1349","27069","Kittson County",79.04,71.5,71.5,63.97
"1350","27071","Koochiching County",138.63,135.12,135.02,131.82
"1351","27073","Lac qui Parle County",98.9,92.4,89.36,88.94
"1352","27075","Lake County",51.79,39.41,40.8,25.65
"1353","27077","Lake of the Woods County",161.18,158.85,158.31,157.06
"1354","27079","Le Sueur County",38.54,29.88,29.02,19.81
"1355","27081","Lincoln County",67.46,62.14,62.14,56.83
"1356","27083","Lyon County",81.29,69.31,71.4,57.34
"1357","27085","McLeod County",30.18,23.8,28.51,14.56
"1358","27087","Mahnomen County",58.56,53.41,53.41,48.26
"1359","27089","Marshall County",107.84,88.77,87.53,72.17
"1360","27091","Martin County",54.0,44.3,42.72,37.55
"1361","27093","Meeker County",41.08,34.45,35.45,28.66
"1362","27095","Mille Lacs County",51.76,33.26,28.17,21.31
"1363","27097","Morrison County",50.07,31.87,29.24,24.86
"1364","27099","Mower County",33.49,21.75,20.3,18.34
"1365","27101","Murray County",48.52,40.87,39.57,34.53
"1366","27103","Nicollet County",47.59,42.32,42.82,35.9
"1367","27105","Nobles County",22.13,16.93,16.72,8.72
"1368","27107","Norman County",38.57,33.42,31.39,30.31
"1369","27109","Olmsted County",14.39,3.64,2.43,0.28
"1370","27111","Todd County",58.51,40.3,40.31,24.02
"1371","27113","Pennington County",91.57,89.19,89.58,85.14
"1372","27115","Pine County",60.16,50.98,49.22,41.17
"1373","27117","Pipestone County",46.86,38.58,37.78,31.92
"1374","27119","Polk County",76.35,66.56,67.27,54.32
"1375","27121","Pope County",68.13,61.43,62.25,53.1
"1376","27123","Ramsey County",25.62,18.6,19.38,8.7
"1377","27125","Red Lake County",77.16,75.33,75.33,73.5
"1378","27127","Redwood County",76.33,67.87,67.85,61.64
"1379","27129","Renville County",73.98,58.04,57.0,42.6
"1380","27131","Rice County",36.61,30.75,33.49,19.66
"1381","27133","Rock County",26.66,25.44,25.43,24.25
"1382","27135","Roseau County",137.17,120.23,118.85,103.01
"1383","27137","St. Louis County",87.94,24.4,6.64,0.14
"1384","27139","Scott County",15.72,6.43,5.9,0.14
"1385","27141","Sherburne County",15.07,8.64,9.8,2.78
"1386","27143","Sibley County",38.43,27.07,25.97,17.9
"1387","27145","Stearns County",39.55,11.96,7.19,0.54
"1388","27147","Steele County",34.31,29.03,30.47,19.75
"1389","27149","Stevens County",61.94,58.06,58.48,53.77
"1390","27151","Swift County",79.31,71.93,73.26,61.89
"1391","27153","Todd County",64.32,48.76,47.74,33.65
"1392","27155","Traverse County",45.35,38.78,38.78,32.21
"1393","27157","Wabasha County",32.9,24.51,23.45,17.92
"1394","27159","Wadena County",79.47,74.39,73.51,70.2
"1395","27161","Waseca County",36.69,29.31,29.88,20.16
"1396","27163","Washington County",34.43,26.39,27.45,19.2
"1397","27165","Washington County",63.09,61.72,62.2,59.88
"1398","27167","Wilkin County",7.58,4.58,4.58,1.58
"1399","27169","Winona County",33.69,26.68,26.73,18.29
"1400","27171","Wright County",25.32,11.54,10.38,0.91
"1401","27173","Yellow Medicine County",91.89,87.34,86.55,84.34
"1402","28001","Adams County",67.03,64.72,65.26,59.99
"1403","28003","Alcorn County",57.57,48.82,48.1,42.35
"1404","28005","Amite County",32.68,26.92,28.26,19.82
"1405","28007","Attala County",72.51,64.23,63.32,56.71
"1406","28009","Benton County",57.94,54.1,54.1,50.26
"1407","28011","Bolivar County",106.2,102.06,104.98,91.6
"1408","28013","Calhoun County",99.51,93.77,96.53,85.91
"1409","28015","Carroll County",91.22,84.92,84.92,78.62
"1410","28017","Chickasaw County",95.61,90.7,93.55,80.09
"1411","28019","Choctaw County",96.78,91.17,90.75,85.98
"1412","28021","Claiborne County",59.53,55.76,56.67,51.06
"1413","28023","Clarke County",87.39,80.25,79.22,75.19
"1414","28025","Clay County",103.84,97.54,96.21,95.35
"1415","28027","Coahoma County",74.15,71.09,72.5,61.28
"1416","28029","Copiah County",39.75,30.88,30.93,22.97
"1417","28031","Covington County",58.11,50.76,50.43,44.09
"1418","28033","DeSoto County",26.02,16.69,15.41,11.42
"1419","28035","Forrest County",79.65,75.58,76.25,64.88
"1420","28037","Franklin County",50.83,47.36,47.36,43.89
"1421","28039","George County",82.55,80.19,82.23,75.78
"1422","28041","Greene County",95.83,91.88,91.88,87.93
"1423","28043","Grenada County",97.78,95.82,95.23,94.52
"1424","28045","Hancock County",25.55,22.17,23.57,12.82
"1425","28047","Harrison County",54.45,44.28,43.91,30.62
"1426","28049","Hinds County",32.99,12.06,10.84,7.88
"1427","28051","Holmes County",67.47,60.25,61.31,51.5
"1428","28053","Humphreys County",72.48,68.64,69.74,63.7
"1429","28055","Issaquena County",70.42,70.42,70.42,70.42
"1430","28057","Itawamba County",60.43,52.29,52.8,44.85
"1431","28059","Jackson County",76.34,69.37,72.86,54.62
"1432","28061","Jasper County",66.1,56.43,55.17,49.26
"1433","28063","Jefferson County",65.37,65.12,65.12,64.88
"1434","28065","Jefferson Davis County",52.92,47.63,47.63,42.33
"1435","28067","Jones County",73.32,66.58,66.49,58.91
"1436","28069","Kemper County",95.75,89.13,89.13,82.51
"1437","28071","Lafayette County",65.57,61.28,61.48,56.04
"1438","28073","Lamar County",74.43,65.6,65.2,53.77
"1439","28075","Lauderdale County",90.68,80.89,80.29,73.74
"1440","28077","Lawrence County",51.88,46.65,44.39,43.67
"1441","28079","Leake County",55.6,47.7,48.28,38.97
"1442","28081","Lee County",72.96,67.32,69.02,59.26
"1443","28083","Leflore County",100.9,89.88,88.51,85.3
"1444","28085","Lincoln County",51.22,48.32,49.26,43.83
"1445","28087","Lowndes County",111.04,95.78,95.22,85.58
"1446","28089","Madison County",39.07,19.91,16.81,12.03
"1447","28091","Marion County",63.68,56.83,57.92,50.55
"1448","28093","Marshall County",47.15,36.42,34.21,26.19
"1449","28095","Monroe County",84.21,74.73,74.08,64.32
"1450","28097","Montgomery County",96.49,90.45,88.41,86.43
"1451","28099","Neshoba County",73.0,66.15,67.03,58.56
"1452","28101","Newton County",64.51,57.39,57.19,53.17
"1453","28103","Noxubee County",110.13,107.42,106.85,105.28
"1454","28105","Oktibbeha County",110.77,108.76,109.26,105.41
"1455","28107","Panola County",62.91,55.15,54.99,46.95
"1456","28109","Pearl River County",42.53,27.7,22.7,15.43
"1457","28111","Perry County",85.18,79.41,79.41,73.63
"1458","28113","Pike County",33.56,29.62,31.46,21.41
"1459","28115","Pontotoc County",85.06,80.96,81.33,76.82
"1460","28117","Prentiss County",56.94,51.3,50.53,44.95
"1461","28119","Quitman County",66.7,60.9,63.21,52.78
"1462","28121","Rankin County",19.66,7.04,6.21,0.56
"1463","28123","Scott County",41.89,33.33,35.34,25.31
"1464","28125","Sharkey County",65.88,65.8,65.8,65.72
"1465","28127","Simpson County",32.05,25.89,26.65,17.84
"1466","28129","Smith County",46.41,38.97,37.0,33.49
"1467","28131","Stone County",54.32,52.97,52.97,51.62
"1468","28133","Sunflower County",104.43,91.85,90.61,85.82
"1469","28135","Tallahatchie County",89.24,82.05,80.51,77.94
"1470","28137","Tate County",36.48,35.48,35.43,34.58
"1471","28139","Tippah County",69.99,67.74,67.93,65.09
"1472","28141","Tishomingo County",33.43,31.64,32.13,28.88
"1473","28143","Tunica County",37.07,37.06,37.06,37.05
"1474","28145","Union County",74.21,71.67,72.42,66.48
"1475","28147","Walthall County",40.57,38.88,39.54,36.52
"1476","28149","Warren County",49.26,46.34,46.69,42.18
"1477","28151","Washington County",94.18,88.97,89.78,79.1
"1478","28153","Wayne County",98.57,92.39,93.64,83.7
"1479","28155","Webster County",109.57,104.28,102.23,101.03
"1480","28157","Wilkinson County",43.56,39.05,39.05,34.53
"1481","28159","Winston County",90.52,84.06,84.51,77.65
"1482","28161","Yalobusha County",80.88,76.51,76.75,71.89
"1483","28163","Yazoo County",47.6,44.82,46.1,38.06
"1484","29001","Adair County",60.14,58.35,58.43,56.69
"1485","29003","Andrew County",65.62,62.05,63.57,55.43
"1486","29005","Atchison County",65.83,63.75,63.75,61.67
"1487","29007","Audrain County",96.12,83.34,84.35,71.18
"1488","29009","Barry County",52.15,43.62,44.21,36.14
"1489","29011","Barton County",38.48,30.65,32.09,21.37
"1490","29013","Bates County",49.65,39.6,38.18,32.4
"1491","29015","Benton County",76.79,71.95,71.05,67.44
